Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
Ethereum,ETH,8/26/15 23:59,1.202479959,1.061830044,1.132789969,1.159980059,1056750,84390923.54
Ethereum,ETH,8/27/15 23:59,1.188830018,1.137290001,1.169810057,1.147699952,686662,83524585.39
Ethereum,ETH,8/28/15 23:59,1.207790017,1.120499969,1.147660017,1.191380024,721872,86731076.64
Ethereum,ETH,8/29/15 23:59,1.207209945,1.149489999,1.193529963,1.182549953,375377,86113894.69
Ethereum,ETH,8/30/15 23:59,1.367990017,1.170609951,1.182989955,1.319270015,1337650,96097349.11
Ethereum,ETH,8/31/15 23:59,1.396149993,1.201009989,1.321380019,1.358240008,1447180,98963974.9
Ethereum,ETH,9/1/15 23:59,1.392740011,1.336629987,1.353479981,1.351609945,778862,98507500.05
Ethereum,ETH,9/2/15 23:59,1.354910016,1.264619946,1.35157001,1.29479003,883769,94389544.25
Ethereum,ETH,9/3/15 23:59,1.309990048,1.211030006,1.295189977,1.26493001,702991,92234142.48
Ethereum,ETH,9/4/15 23:59,1.302520037,1.236809969,1.26493001,1.274410009,474391,92953700.98
Ethereum,ETH,9/5/15 23:59,1.342300057,1.271190047,1.280560017,1.338809967,448453,97683882.54
Ethereum,ETH,9/6/15 23:59,1.373639941,1.294250011,1.338009953,1.295830011,491968,94580163.79
Ethereum,ETH,9/7/15 23:59,1.305480003,1.237849951,1.295899987,1.246649981,489014,91020734.55
Ethereum,ETH,9/8/15 23:59,1.282379985,1.230610013,1.246649981,1.242429972,427892,90743242.5
Ethereum,ETH,9/9/15 23:59,1.260480046,1.201840043,1.239349961,1.206509948,366748,88150124.71
Ethereum,ETH,9/10/15 23:59,1.221570015,1.136150002,1.207610011,1.165770054,662782,85202731.66
Ethereum,ETH,9/11/15 23:59,1.169070005,0.94067502,1.16497004,0.982977986,1942600,71868264.58
Ethereum,ETH,9/12/15 23:59,1.114889979,0.969780028,0.987227976,1.038740039,772430,75971273.15
Ethereum,ETH,9/13/15 23:59,1.042700052,0.902831972,1.041779995,0.936003029,644138,68480586.72
Ethereum,ETH,9/14/15 23:59,0.949387014,0.871760011,0.940566003,0.875621974,741085,64084134.62
Ethereum,ETH,9/15/15 23:59,1.045539975,0.875189006,0.875189006,0.944410026,703390,69141408.75
Ethereum,ETH,9/16/15 23:59,0.952697992,0.901638985,0.941977024,0.907175004,615593,66437873.29
Ethereum,ETH,9/17/15 23:59,0.909204006,0.831131995,0.906865001,0.874230981,897940,64046215.95
Ethereum,ETH,9/18/15 23:59,0.888101995,0.833908021,0.874574006,0.853685021,484622,62561883.08
Ethereum,ETH,9/19/15 23:59,0.911882997,0.833783984,0.849602997,0.882390976,386988,64687992
Ethereum,ETH,9/20/15 23:59,0.947740972,0.873205006,0.881191015,0.938444972,508314,68822183.06
Ethereum,ETH,9/21/15 23:59,0.957325995,0.878301024,0.941496015,0.919046998,424039,67422915.09
Ethereum,ETH,9/22/15 23:59,0.919336975,0.865225017,0.919336975,0.901795983,487914,66180153.1
Ethereum,ETH,9/23/15 23:59,0.908909976,0.885136008,0.903559983,0.893405974,200541,65587498.98
Ethereum,ETH,9/24/15 23:59,0.908571005,0.793460011,0.896795988,0.813610017,842505,59749887.52
Ethereum,ETH,9/25/15 23:59,0.825664997,0.712745011,0.820030987,0.736222982,903457,54085581.31
Ethereum,ETH,9/26/15 23:59,0.787544012,0.709327996,0.73763001,0.785964012,369620,57759115.39
Ethereum,ETH,9/27/15 23:59,0.791276991,0.719169021,0.791276991,0.720839024,413801,52990396.22
Ethereum,ETH,9/28/15 23:59,0.725677013,0.55706197,0.723715007,0.582885981,1320890,42863006.1
Ethereum,ETH,9/29/15 23:59,0.675830007,0.558345973,0.57941401,0.661145985,913992,48633258.78
Ethereum,ETH,9/30/15 23:59,0.746721983,0.63586098,0.661192,0.738644004,619926,54351468.24
Ethereum,ETH,10/1/15 23:59,0.734306991,0.655906022,0.734306991,0.690214992,596084,50805918.94
Ethereum,ETH,10/2/15 23:59,0.691120028,0.654604971,0.683731973,0.678574026,219318,49966501.65
Ethereum,ETH,10/3/15 23:59,0.709204018,0.675481975,0.678783,0.687170982,163326,50616971.54
Ethereum,ETH,10/4/15 23:59,0.693126023,0.660715997,0.686343014,0.668379009,103497,49249082.53
Ethereum,ETH,10/5/15 23:59,0.674438,0.624450028,0.666783988,0.628642976,234263,46336892.37
Ethereum,ETH,10/6/15 23:59,0.653944016,0.606230021,0.622218013,0.650645018,262674,47974297.65
Ethereum,ETH,10/7/15 23:59,0.656301022,0.602423012,0.65051502,0.609387994,218327,44947526.82
Ethereum,ETH,10/8/15 23:59,0.633138001,0.59197098,0.609501004,0.621716022,310266,45872836.65
Ethereum,ETH,10/9/15 23:59,0.692296028,0.63211602,0.655084014,0.650627971,386420,48022036.47
Ethereum,ETH,10/10/15 23:59,0.649021983,0.624373972,0.641187012,0.627857029,141555,46356710.6
Ethereum,ETH,10/11/15 23:59,0.639505982,0.618335009,0.627461016,0.634962976,102128,46897253.14
Ethereum,ETH,10/12/15 23:59,0.657788992,0.626030028,0.634514987,0.626030028,109567,46253823.07
Ethereum,ETH,10/13/15 23:59,0.630240023,0.599214017,0.627942979,0.607654989,303044,44911717.55
Ethereum,ETH,10/14/15 23:59,0.612240016,0.48397401,0.612240016,0.522967994,971664,38665409.24
Ethereum,ETH,10/15/15 23:59,0.572713971,0.514729977,0.523277998,0.561878026,371022,41556025.18
Ethereum,ETH,10/16/15 23:59,0.568861008,0.522533,0.562592983,0.53649497,249891,39691829.07
Ethereum,ETH,10/17/15 23:59,0.563459992,0.526961029,0.534116983,0.54717797,313860,40496031.21
Ethereum,ETH,10/18/15 23:59,0.552233994,0.512861013,0.547913015,0.517733991,133690,38329701.77
Ethereum,ETH,10/19/15 23:59,0.521546006,0.480993986,0.517620981,0.489014,243742,36215624
Ethereum,ETH,10/20/15 23:59,0.501897991,0.431647986,0.489629,0.434828997,383921,32213626.17
Ethereum,ETH,10/21/15 23:59,0.482988,0.420897007,0.431589007,0.447329015,609085,33150825.5
Ethereum,ETH,10/22/15 23:59,0.619466007,0.420991004,0.444988012,0.567701995,924822,42085191.51
Ethereum,ETH,10/23/15 23:59,0.611742973,0.504284024,0.56637001,0.539656997,878822,40020348.18
Ethereum,ETH,10/24/15 23:59,0.577395976,0.518688023,0.539681017,0.56358999,258356,41809763.81
Ethereum,ETH,10/25/15 23:59,0.68819201,0.561383009,0.563206971,0.616038978,635384,45716386.95
Ethereum,ETH,10/26/15 23:59,0.75751698,0.597097993,0.61974299,0.731316984,1089120,54289124.06
Ethereum,ETH,10/27/15 23:59,0.898172021,0.708890021,0.708890021,0.869641006,1846370,64580262.9
Ethereum,ETH,10/28/15 23:59,1.055789948,0.807856977,0.870938003,1.00248003,2373050,74469863.88
Ethereum,ETH,10/29/15 23:59,1.206660032,0.947373986,1.005249977,1.206660032,2279240,89668666.93
Ethereum,ETH,10/30/15 23:59,1.345049977,0.968159974,1.209200025,1.04121995,2429200,77401817.22
Ethereum,ETH,10/31/15 23:59,1.056380033,0.900170982,1.046579957,0.91662699,673892,68163367.8
Ethereum,ETH,11/1/15 23:59,1.076740026,0.899082005,0.920846999,1.055670023,588913,78530262.55
Ethereum,ETH,11/2/15 23:59,1.099789977,0.953647017,1.057970047,0.989789009,1145200,73654327.4
Ethereum,ETH,11/3/15 23:59,1.070440054,0.93661499,0.99456799,1.013360023,1907690,75434113.56
Ethereum,ETH,11/4/15 23:59,1.038720012,0.725664973,1.010650039,0.899049997,3060340,66947929.52
Ethereum,ETH,11/5/15 23:59,0.991258979,0.86038202,0.900699019,0.895636976,1179840,66716645.44
Ethereum,ETH,11/6/15 23:59,0.989848018,0.852928996,0.904771984,0.926032007,913666,69004594.54
Ethereum,ETH,11/7/15 23:59,0.943786979,0.86353898,0.923731983,0.927973986,890187,69172170.72
Ethereum,ETH,11/8/15 23:59,1.032680035,0.915660977,0.915660977,1.027469993,1021460,76614487.79
Ethereum,ETH,11/9/15 23:59,1.10642004,0.945263028,1.03252995,0.999278009,2045290,74537425.6
Ethereum,ETH,11/10/15 23:59,1.053040028,0.920967996,1.001260042,0.934347987,854581,69717801.37
Ethereum,ETH,11/11/15 23:59,0.945277989,0.729775012,0.941295981,0.79182899,1278580,59103443.27
Ethereum,ETH,11/12/15 23:59,0.913918972,0.763509989,0.796455026,0.895711005,806156,66880152.21
Ethereum,ETH,11/13/15 23:59,0.917308986,0.846023023,0.907721996,0.904096007,543671,67529353.67
Ethereum,ETH,11/14/15 23:59,0.906113029,0.876908004,0.905469,0.888812006,372514,66410517.66
Ethereum,ETH,11/15/15 23:59,0.921516001,0.874957025,0.891216993,0.906368017,411848,67745801.37
Ethereum,ETH,11/16/15 23:59,0.94473201,0.891970992,0.906166017,0.928961992,620945,69458010.79
Ethereum,ETH,11/17/15 23:59,1.032950044,0.905794024,0.924947977,1.007979989,1145440,75392161.96
Ethereum,ETH,11/18/15 23:59,1.011569977,0.940515995,0.993214011,0.993318975,681104,74320768.77
Ethereum,ETH,11/19/15 23:59,1.007969975,0.937497973,0.988713026,0.955532014,443528,71517342.45
Ethereum,ETH,11/20/15 23:59,0.955735028,0.898576021,0.955735028,0.924920022,614335,69247997.8
Ethereum,ETH,11/21/15 23:59,0.978743017,0.920939982,0.928758025,0.976140022,455976,73107356.65
Ethereum,ETH,11/22/15 23:59,0.984131992,0.958981991,0.979764998,0.968017995,372173,72523507.32
Ethereum,ETH,11/23/15 23:59,0.969057024,0.933870018,0.967492998,0.946968973,441875,70970606.38
Ethereum,ETH,11/24/15 23:59,0.948055029,0.895931005,0.946442008,0.900191009,524195,67487355.73
Ethereum,ETH,11/25/15 23:59,0.899492979,0.851105988,0.893827021,0.863537014,622991,64760707.32
Ethereum,ETH,11/26/15 23:59,0.903643012,0.804359972,0.863273025,0.88418299,947473,66330891.85
Ethereum,ETH,11/27/15 23:59,0.900050998,0.860695004,0.882099986,0.867950976,403813,65135634.93
Ethereum,ETH,11/28/15 23:59,0.929292977,0.862121999,0.868102014,0.915702999,462464,68742122.27
Ethereum,ETH,11/29/15 23:59,0.91415298,0.860532999,0.91414398,0.878614008,448358,65980041.54
Ethereum,ETH,11/30/15 23:59,0.895053983,0.847696006,0.879951,0.873118997,784439,65589555.37
Ethereum,ETH,12/1/15 23:59,0.886735976,0.85393697,0.878315985,0.874800026,652857,65738066.78
Ethereum,ETH,12/2/15 23:59,0.878017008,0.81892401,0.873170972,0.821210027,506307,61730774.93
Ethereum,ETH,12/3/15 23:59,0.837664008,0.785085976,0.818545997,0.812143028,539969,61070307.44
Ethereum,ETH,12/4/15 23:59,0.859574974,0.802372992,0.812081993,0.840040982,241278,63189182.3
Ethereum,ETH,12/5/15 23:59,0.872820973,0.824443996,0.841194987,0.862438023,232743,64895497.46
Ethereum,ETH,12/6/15 23:59,0.882435977,0.833114982,0.866416991,0.835500002,443608,62889050.42
Ethereum,ETH,12/7/15 23:59,0.850790977,0.787649989,0.83632201,0.811263978,520409,61084950.77
Ethereum,ETH,12/8/15 23:59,0.823644996,0.78232801,0.806024015,0.822117984,445903,61922409.11
Ethereum,ETH,12/9/15 23:59,0.82445401,0.770488024,0.82445401,0.792167008,624221,59687098.4
Ethereum,ETH,12/10/15 23:59,0.861590028,0.78729099,0.795589983,0.840395987,369589,63342630.27
Ethereum,ETH,12/11/15 23:59,0.929762006,0.819788992,0.839995027,0.929762006,801072,70101842.43
Ethereum,ETH,12/12/15 23:59,1.045369983,0.928546011,0.931195974,0.976972997,1376280,73686283.92
Ethereum,ETH,12/13/15 23:59,0.989394009,0.937438011,0.971538007,0.952884018,273614,71894531.31
Ethereum,ETH,12/14/15 23:59,1.013100028,0.950178027,0.956619978,0.993022025,563436,74947759.99
Ethereum,ETH,12/15/15 23:59,1.028839946,0.982240021,0.990589023,1.014150023,578618,76568082.11
Ethereum,ETH,12/16/15 23:59,1.018030047,0.974927008,1.01710999,0.991182029,320767,74858728.65
Ethereum,ETH,12/17/15 23:59,0.997610986,0.911807001,0.993043005,0.940701008,640765,71069937.5
Ethereum,ETH,12/18/15 23:59,0.939493001,0.908080995,0.938327014,0.920126975,300787,69538662.89
Ethereum,ETH,12/19/15 23:59,0.925873995,0.888916016,0.921523988,0.908071995,343535,68650438.89
Ethereum,ETH,12/20/15 23:59,0.943184972,0.899441004,0.90824002,0.903885007,472164,68356312.62
Ethereum,ETH,12/21/15 23:59,0.917389989,0.891182005,0.906064987,0.900771022,549113,68143245.53
Ethereum,ETH,12/22/15 23:59,0.90952599,0.862058997,0.89497298,0.864202023,454249,65398931.85
Ethereum,ETH,12/23/15 23:59,0.882939994,0.856064975,0.861782014,0.85807699,334993,64957356.05
Ethereum,ETH,12/24/15 23:59,0.882817984,0.847599983,0.859432995,0.863261998,354646,65371538.35
Ethereum,ETH,12/25/15 23:59,0.882556021,0.861993015,0.861993015,0.870362997,187114,65931377.21
Ethereum,ETH,12/26/15 23:59,0.89745301,0.838313997,0.870765984,0.854602993,425282,64758910.12
Ethereum,ETH,12/27/15 23:59,0.861537993,0.841150999,0.853165984,0.856365025,164565,64913918.97
Ethereum,ETH,12/28/15 23:59,0.872394025,0.832931995,0.856356025,0.845004976,235134,64074279.06
Ethereum,ETH,12/29/15 23:59,0.873054028,0.833231986,0.843834996,0.873054028,215742,66222901.17
Ethereum,ETH,12/30/15 23:59,0.941098988,0.866647005,0.874257982,0.911957979,604078,69196765.3
Ethereum,ETH,12/31/15 23:59,0.975413978,0.910277009,0.912097991,0.933542013,663994,70858022.75
Ethereum,ETH,1/1/16 23:59,0.954822004,0.931442022,0.933712006,0.948023975,206062,71980386.46
Ethereum,ETH,1/2/16 23:59,0.969636977,0.936559975,0.947400987,0.937124014,255504,71176658.05
Ethereum,ETH,1/3/16 23:59,0.991361976,0.934312999,0.938430011,0.971904993,407632,73843291.67
Ethereum,ETH,1/4/16 23:59,0.976437986,0.929835021,0.972045004,0.954479992,346245,72543706.62
Ethereum,ETH,1/5/16 23:59,0.970597029,0.946542978,0.953146994,0.950176001,219833,72240974.34
Ethereum,ETH,1/6/16 23:59,0.960659027,0.935707986,0.950028002,0.950860023,308791,72317149.06
Ethereum,ETH,1/7/16 23:59,0.974623024,0.935829997,0.95580101,0.942004979,647462,71667152.12
Ethereum,ETH,1/8/16 23:59,0.991824985,0.939715028,0.942752004,0.986788988,545600,75099809.23
Ethereum,ETH,1/9/16 23:59,0.992344975,0.97359997,0.985500991,0.986832976,226281,75128312.24
Ethereum,ETH,1/10/16 23:59,1.001029968,0.975099027,0.98555702,0.999230981,390888,76097646.37
Ethereum,ETH,1/11/16 23:59,1.069910049,0.99921602,0.99921602,1.06159997,1011920,80874514.48
Ethereum,ETH,1/12/16 23:59,1.28283,1.050089955,1.066100001,1.141000032,2898760,86951445.92
Ethereum,ETH,1/13/16 23:59,1.152179956,1.077029943,1.135470033,1.125200033,1005910,85775571.84
Ethereum,ETH,1/14/16 23:59,1.189589977,1.103189945,1.122099996,1.189589977,751961,90714398.68
Ethereum,ETH,1/15/16 23:59,1.319380045,1.142930031,1.184440017,1.208009958,3910550,92149709.35
Ethereum,ETH,1/16/16 23:59,1.308159947,1.168009996,1.220460057,1.220289946,2462630,93117298.09
Ethereum,ETH,1/17/16 23:59,1.328830004,1.20776999,1.221469998,1.327469945,1171150,101329330.1
Ethereum,ETH,1/18/16 23:59,1.542899966,1.322219968,1.332309961,1.426339984,4278930,108912541.7
Ethereum,ETH,1/19/16 23:59,1.46468997,1.305009961,1.422610044,1.371389985,2446740,104750745.9
Ethereum,ETH,1/20/16 23:59,1.619240046,1.353710055,1.363180041,1.531820059,2933220,117043471.8
Ethereum,ETH,1/21/16 23:59,1.585489988,1.486690044,1.532699943,1.553570032,1614960,118743869
Ethereum,ETH,1/22/16 23:59,1.581459999,1.465880036,1.547029972,1.501270056,1567240,114784064.9
Ethereum,ETH,1/23/16 23:59,2.030119896,1.49605,1.504119992,1.972669959,7370980,150874911.8
Ethereum,ETH,1/24/16 23:59,2.298419952,1.900539994,1.900539994,2.141200066,9669770,163819883.5
Ethereum,ETH,1/25/16 23:59,2.662580013,2.056139946,2.14763999,2.499269962,10739300,191276219.8
Ethereum,ETH,1/26/16 23:59,2.836990118,1.99477005,2.532740116,2.276370049,13939200,174275655.9
Ethereum,ETH,1/27/16 23:59,2.594939947,2.188649893,2.2474401,2.388550043,6961080,182923579.8
Ethereum,ETH,1/28/16 23:59,2.684669971,2.342030048,2.406450033,2.526489973,4903850,193551355.7
Ethereum,ETH,1/29/16 23:59,2.606770039,2.303900003,2.542979956,2.49496007,6662340,191198054.8
Ethereum,ETH,1/30/16 23:59,2.611809969,2.398920059,2.507719994,2.445060015,3725080,187435391.2
Ethereum,ETH,1/31/16 23:59,2.530970097,2.186350107,2.443150043,2.306040049,5847500,176834423.9
Ethereum,ETH,2/1/16 23:59,2.319689989,2.116309881,2.319689989,2.211689949,3994100,169654870.5
Ethereum,ETH,2/2/16 23:59,2.448980093,2.157200098,2.215189934,2.439640045,3451270,187200921.7
Ethereum,ETH,2/3/16 23:59,2.540169954,2.341619968,2.431930065,2.5286901,3987750,194099729.6
Ethereum,ETH,2/4/16 23:59,2.629539967,2.436460018,2.529030085,2.578039885,3552320,197953036.7
Ethereum,ETH,2/5/16 23:59,2.606179953,2.470920086,2.570349932,2.538990021,2636700,195018591.8
Ethereum,ETH,2/6/16 23:59,2.561150074,2.472009897,2.533819914,2.534460068,1921240,194733892.1
Ethereum,ETH,2/7/16 23:59,3.058190107,2.536380053,2.536410093,2.964339972,7007060,227838892.3
Ethereum,ETH,2/8/16 23:59,3.274280071,2.875370026,2.97300005,3.17979002,9725690,244479014.3
Ethereum,ETH,2/9/16 23:59,4.044640064,3.168750048,3.174989939,4.044640064,17954000,311075408.1
Ethereum,ETH,2/10/16 23:59,4.861440182,3.78309989,4.000549793,4.436260223,28640400,341305129.3
Ethereum,ETH,2/11/16 23:59,6.292230129,4.338300228,4.496819973,6.013100147,26408200,462770854.8
Ethereum,ETH,2/12/16 23:59,6.582749844,5.070759773,5.946149826,5.546979904,23360800,427037697.2
Ethereum,ETH,2/13/16 23:59,5.719540119,4.190000057,5.685050011,5.385320187,24218800,414729231.3
Ethereum,ETH,2/14/16 23:59,5.465060234,4.445710182,5.404329777,5.239729881,11226500,403647764.3
Ethereum,ETH,2/15/16 23:59,5.88699007,5.018559933,5.330530167,5.288350105,13934200,407524960.3
Ethereum,ETH,2/16/16 23:59,5.474860191,4.033840179,5.328320026,4.315289974,15889100,332648533.4
Ethereum,ETH,2/17/16 23:59,4.767069817,3.497370005,4.289169788,3.757240057,15451000,289721943
Ethereum,ETH,2/18/16 23:59,4.770569801,3.420880079,3.774699926,4.399129868,17054000,339328346.5
Ethereum,ETH,2/19/16 23:59,4.793220043,4.274690151,4.384789944,4.737889767,7666320,365577845.3
Ethereum,ETH,2/20/16 23:59,4.754059792,4.12706995,4.682199955,4.341330051,8631090,335088727.4
Ethereum,ETH,2/21/16 23:59,4.711510181,4.227610111,4.360549927,4.653619766,6413550,359310563.1
Ethereum,ETH,2/22/16 23:59,5.645709991,4.635250092,4.664949894,5.616499901,15056200,433798973.6
Ethereum,ETH,2/23/16 23:59,5.947639942,5.387819767,5.684929848,5.586209774,13380600,431598156.7
Ethereum,ETH,2/24/16 23:59,6.236470222,5.509250164,5.604050159,6.236470222,11426500,481995066.5
Ethereum,ETH,2/25/16 23:59,6.647409916,5.551239967,6.186709881,6.104800224,21471800,471975063.7
Ethereum,ETH,2/26/16 23:59,6.268750191,5.739049911,6.037829876,5.92166996,9526860,457966534.8
Ethereum,ETH,2/27/16 23:59,6.526919842,5.920519829,5.963079929,6.425859928,8903210,497119697.8
Ethereum,ETH,2/28/16 23:59,6.619339943,6.238369942,6.405509949,6.468349934,9851660,500569665.2
Ethereum,ETH,2/29/16 23:59,6.614510059,6.054289818,6.455649853,6.33698988,7648020,490556569.9
Ethereum,ETH,3/1/16 23:59,7.908639908,6.308849812,6.319310188,7.653689861,23098100,592677992.7
Ethereum,ETH,3/2/16 23:59,8.75345993,7.37130022,7.633029938,8.465390205,29130200,655748795.7
Ethereum,ETH,3/3/16 23:59,10.09739971,8.332030296,8.442290306,9.294150352,40314900,720179291
Ethereum,ETH,3/4/16 23:59,10.40600014,8.479419708,9.240559578,10.40600014,35520100,806593727.4
Ethereum,ETH,3/5/16 23:59,12.27400017,9.972900391,10.37030029,11.00370026,56439600,853205226.2
Ethereum,ETH,3/6/16 23:59,11.83600044,9.993610382,11.20400047,11.38290024,39112000,882886756.1
Ethereum,ETH,3/7/16 23:59,11.65190029,9.309490204,11.42879963,9.552630424,34085100,741166643.2
Ethereum,ETH,3/8/16 23:59,10.16639996,8.815770149,9.582139969,9.84720993,25524300,764269545.2
Ethereum,ETH,3/9/16 23:59,12.0546999,9.67098999,9.792420387,11.89799976,27540500,923733301.1
Ethereum,ETH,3/10/16 23:59,12.23929977,10.99110031,11.88150024,11.30500031,26851500,877988473.3
Ethereum,ETH,3/11/16 23:59,11.59990025,10.39369965,11.22159958,11.08279991,21002700,861012042.6
Ethereum,ETH,3/12/16 23:59,13.5333004,11.08769989,11.13070011,13.5333004,48957300,1051728778
Ethereum,ETH,3/13/16 23:59,15.25710011,13.4673996,13.51019955,14.47500038,43915100,1125287882
Ethereum,ETH,3/14/16 23:59,15.01299953,11.58209991,14.51220036,12.45259953,58385100,968384041.3
Ethereum,ETH,3/15/16 23:59,13.19779968,12.04679966,13.0017004,13.01000023,28404500,1012119266
Ethereum,ETH,3/16/16 23:59,13.73069954,12.49540043,13.02159977,12.52089977,24335500,974447124.7
Ethereum,ETH,3/17/16 23:59,12.64350033,10.44260025,12.55869961,11.08150005,41650600,865792702.5
Ethereum,ETH,3/18/16 23:59,11.17879963,8.52451992,11.10910034,10.99810028,53956800,859618881.2
Ethereum,ETH,3/19/16 23:59,11.20370007,9.776630402,11.20370007,10.53069973,26735700,823422649.6
Ethereum,ETH,3/20/16 23:59,10.90380001,9.570400238,10.5163002,10.31980038,17651100,807256577
Ethereum,ETH,3/21/16 23:59,12.01490021,10.16160011,10.30370045,11.86410046,28572600,928428770
Ethereum,ETH,3/22/16 23:59,12.02519989,11.17700005,11.87919998,11.2748003,19730300,883434496.8
Ethereum,ETH,3/23/16 23:59,12.43260002,11.23709965,11.32789993,12.41670036,19353200,973296474.8
Ethereum,ETH,3/24/16 23:59,12.50160027,10.80350018,12.44219971,11.23499966,26081800,881027910.3
Ethereum,ETH,3/25/16 23:59,11.37290001,10.52719975,11.26029968,10.7432003,13782000,842804288.8
Ethereum,ETH,3/26/16 23:59,11.18080044,10.58920002,10.76790047,10.97399998,9425480,861261382.6
Ethereum,ETH,3/27/16 23:59,11.05420017,10.11209965,10.9861002,10.41919994,16744800,818048966.6
Ethereum,ETH,3/28/16 23:59,11.86130047,10.40750027,10.4314003,11.66559982,23188300,916272915.5
Ethereum,ETH,3/29/16 23:59,11.91359997,11.34980011,11.75269985,11.65639973,17684200,915917612.4
Ethereum,ETH,3/30/16 23:59,12.17850018,11.46920013,11.60529995,11.95289993,19351200,939593767.1
Ethereum,ETH,3/31/16 23:59,12.01189995,11.31569958,11.9197998,11.4034996,14966700,896764774.2
Ethereum,ETH,4/1/16 23:59,11.85039997,11.40060043,11.40060043,11.66359997,11373100,917590806.5
Ethereum,ETH,4/2/16 23:59,11.68879986,11.3987999,11.63059998,11.59889984,8682620,912861403.6
Ethereum,ETH,4/3/16 23:59,11.70639992,11.50870037,11.62829971,11.61830044,5580550,914757198.6
Ethereum,ETH,4/4/16 23:59,11.6157999,11.0163002,11.6157999,11.1573,9599070,878817014.8
Ethereum,ETH,4/5/16 23:59,11.21249962,10.13469982,11.21249962,10.43809986,20557300,822498173.2
Ethereum,ETH,4/6/16 23:59,10.97000027,10.27729988,10.44979954,10.68540001,16997100,842318789.2
Ethereum,ETH,4/7/16 23:59,10.80970001,9.953630447,10.69519997,10.06970024,13464500,794097554
Ethereum,ETH,4/8/16 23:59,10.38749981,9.655579567,10.07740021,9.719590187,14660600,766797893.1
Ethereum,ETH,4/9/16 23:59,10.08889961,9.06814003,9.69423008,9.150620461,16194800,722193576.1
Ethereum,ETH,4/10/16 23:59,9.224720001,7.455639839,9.149849892,8.936340332,42613400,705565729.9
Ethereum,ETH,4/11/16 23:59,8.946640015,8.00317955,8.942779541,8.643790245,15138100,682735835.1
Ethereum,ETH,4/12/16 23:59,8.6394701,7.154160023,8.6394701,7.442309856,23190100,588069233.9
Ethereum,ETH,4/13/16 23:59,8.719770432,7.069220066,7.441359997,8.044420242,31403300,635899506.8
Ethereum,ETH,4/14/16 23:59,8.757040024,8.021519661,8.075169563,8.38724041,13590700,663262433.6
Ethereum,ETH,4/15/16 23:59,8.616200447,8.097330093,8.386059761,8.242779732,12179000,652099781.1
Ethereum,ETH,4/16/16 23:59,8.649760246,8.114439964,8.235879898,8.609499931,9888460,681383665.9
Ethereum,ETH,4/17/16 23:59,9.701999664,8.560779572,8.623189926,9.309100151,24619600,737045140.4
Ethereum,ETH,4/18/16 23:59,9.506660461,8.496870041,9.332730293,9.036000252,21084100,715710192.6
Ethereum,ETH,4/19/16 23:59,9.306240082,8.595459938,9.075329781,8.71487999,12899100,690548723.5
Ethereum,ETH,4/20/16 23:59,8.825389862,8.313759804,8.68819046,8.465789795,15634700,671081004.2
Ethereum,ETH,4/21/16 23:59,8.721830368,7.962220192,8.45345974,8.102169991,13355400,642511136.7
Ethereum,ETH,4/22/16 23:59,8.272319794,7.668479919,8.149920464,7.821259975,13309300,620481616
Ethereum,ETH,4/23/16 23:59,8.552929878,7.73774004,7.791830063,8.294790268,14565200,658310821.8
Ethereum,ETH,4/24/16 23:59,8.473970413,7.95980978,8.293430328,8.001350403,10786400,635274078.4
